names	scores	logfoldchanges	pvals	pvals_adj	cluster
RAB11A	21.230906	2.6664274	2.045589029090211e-77	7.770470884573344e-76	cDC1_CLEC9A
DNAJC15	21.189062	2.3134696	2.4111818369273924e-77	9.148914506017066e-76	cDC1_CLEC9A
PLEKHO1	21.174393	3.2418423	6.263754635925874e-77	2.366042025817112e-75	cDC1_CLEC9A
ARPC2	21.163145	0.7914975	2.947381581437975e-78	1.1349608571996701e-76	cDC1_CLEC9A
HLA-B	21.021358	0.67232937	2.5919801014039405e-76	9.71459149462785e-75	cDC1_CLEC9A
PLPP1	20.931042	4.458936	2.2356885371814677e-75	8.277943908988172e-74	cDC1_CLEC9A
CD40	20.914366	3.5198622	1.9837119055904519e-75	7.353046088774992e-74	cDC1_CLEC9A
BIN1	20.859161	3.2780666	3.8193074016875767e-75	1.4110498200927765e-73	cDC1_CLEC9A
ATG3	20.792868	2.2034557	3.5665450110180765e-75	1.3191127069291226e-73	cDC1_CLEC9A
C20orf27	20.742785	2.660822	1.0728763474954517e-74	3.9335686237771214e-73	cDC1_CLEC9A
ARL4C	20.70522	3.2950287	2.5361942071644417e-74	9.26838694318858e-73	cDC1_CLEC9A
SERTAD3	20.657187	3.5916634	6.032108900338946e-74	2.1925121606043196e-72	cDC1_CLEC9A
RAMP1	20.622656	5.640263	1.2751506208687017e-73	4.614922128845331e-72	cDC1_CLEC9A
BIK	20.486609	5.920926	7.293059481927976e-73	2.6169578933341985e-71	cDC1_CLEC9A
RAB29	20.486008	3.6757808	5.517620312729049e-73	1.981990392506317e-71	cDC1_CLEC9A
NDUFV2	20.464392	2.249956	2.8186978110218152e-73	1.0146709833821478e-71	cDC1_CLEC9A
LGMN	20.266884	2.7376566	4.386348549373339e-72	1.55572240023774e-70	cDC1_CLEC9A
P2RY6	20.197584	3.9625816	2.3023128846902628e-71	8.114448779995158e-70	cDC1_CLEC9A
SRSF7	20.16686	2.4808059	1.5025570096678652e-71	5.3068297572064e-70	cDC1_CLEC9A
PTK2	20.126139	4.644298	6.337275608852406e-71	2.2104364841063452e-69	cDC1_CLEC9A
FAM129A	20.109413	3.308814	5.743576926288963e-71	2.007511213219713e-69	cDC1_CLEC9A
R3HDM4	20.098318	3.0650856	5.944802422683532e-71	2.075690910154393e-69	cDC1_CLEC9A
FBXO27	20.08192	7.182145	1.243106754182738e-70	4.309180964550738e-69	cDC1_CLEC9A
BTLA	20.038654	7.2113914	2.1471282937960772e-70	7.397274103391106e-69	cDC1_CLEC9A
RPS11	20.032686	0.9723678	4.13841184815596e-71	1.4524963417892385e-69	cDC1_CLEC9A
BATF3	20.023853	3.7192106	1.962765862198395e-70	6.769031009305293e-69	cDC1_CLEC9A
H2AFY	20.022757	1.6877909	4.568646489303636e-71	1.6001660583222112e-69	cDC1_CLEC9A
SLAMF8	19.988424	3.2852077	2.615272023779974e-70	9.000916809932833e-69	cDC1_CLEC9A
PPIB	19.95301	1.2947158	7.816104247277296e-71	2.723431401321212e-69	cDC1_CLEC9A
TOMM34	19.828184	3.7664547	2.3809670985237115e-69	8.119868969398576e-68	cDC1_CLEC9A
TUBA1B	19.820509	1.7014831	5.2658322083327427e-70	1.8049537174726697e-68	cDC1_CLEC9A
EDEM1	19.751472	3.1700914	5.115233545068444e-69	1.7356765263598808e-67	cDC1_CLEC9A
ADAM19	19.750149	4.412033	6.996783577415014e-69	2.3693429734414217e-67	cDC1_CLEC9A
SLC25A33	19.715229	3.0844605	7.658648457981492e-69	2.590868485373779e-67	cDC1_CLEC9A
RP11-761N21.1	19.685154	10.019242	1.8434193555641225e-68	6.192639258861171e-67	cDC1_CLEC9A
PABPC1	19.602377	0.7739276	1.0857290244322231e-68	3.658255374921933e-67	cDC1_CLEC9A
HSPA8	19.580519	1.316536	9.091095673573025e-69	3.072370888920456e-67	cDC1_CLEC9A
PIM2	19.579472	3.53144	5.052961550664768e-68	1.6923905217504838e-66	cDC1_CLEC9A
SULF2	19.565363	2.9861107	4.878515062993608e-68	1.6355889207214588e-66	cDC1_CLEC9A
PRCP	19.479858	2.5030742	1.0293553981268141e-67	3.4238006697418437e-66	cDC1_CLEC9A
COX7C	19.43005	1.0590181	6.5618466312391135e-68	2.1912275559263695e-66	cDC1_CLEC9A
MCUR1	19.394285	3.1516306	4.646875935677066e-67	1.5320140682651962e-65	cDC1_CLEC9A
CD226	19.338705	4.674134	1.258224350611426e-66	4.119981658843672e-65	cDC1_CLEC9A
GSN	19.318842	2.2746325	5.505658405013608e-67	1.8133690547265739e-65	cDC1_CLEC9A
IL2RG	19.24691	2.766519	2.2688160333552144e-66	7.393180602308569e-65	cDC1_CLEC9A
SLC25A5	19.215946	1.2699856	9.993365436203735e-67	3.2818367934449185e-65	cDC1_CLEC9A
CCSER1	19.193497	5.4318123	8.05064112333358e-66	2.6082529039384774e-64	cDC1_CLEC9A
PTPN2	19.184244	2.5399952	4.579359849988917e-66	1.4907917950292422e-64	cDC1_CLEC9A
AGPAT1	19.172544	3.3968596	8.232029740761916e-66	2.664457349521921e-64	cDC1_CLEC9A
OXSR1	19.1286	2.8952343	1.1330853872808924e-65	3.63601705133737e-64	cDC1_CLEC9A
RAB32	19.111843	2.5556014	1.1150326313238829e-65	3.5814975671903635e-64	cDC1_CLEC9A
PTPRE	19.05975	2.1472368	1.523422924779295e-65	4.874664010210215e-64	cDC1_CLEC9A
CSF2RA	19.04979	2.4979076	2.327311497039217e-65	7.439889334083433e-64	cDC1_CLEC9A
AIM1	19.036537	3.0745952	3.8461181167376555e-65	1.226027472330734e-63	cDC1_CLEC9A
SCARB1	19.015776	3.7073107	6.231397156060564e-65	1.9788943993996664e-63	cDC1_CLEC9A
FUCA1	19.00963	3.347254	6.064228640618475e-65	1.9276237718584798e-63	cDC1_CLEC9A
PNMA1	18.997528	4.744372	8.833394864237954e-65	2.7999285659043613e-63	cDC1_CLEC9A
IRAK2	18.953173	2.9400206	1.0375325545717161e-64	3.2855847644491917e-63	cDC1_CLEC9A
EIF3L	18.94848	1.8470377	5.5808166860256285e-65	1.777316043657349e-63	cDC1_CLEC9A
HPS5	18.921612	3.0401194	1.658080882642868e-64	5.235930389856495e-63	cDC1_CLEC9A
CNPPD1	18.898466	2.7683032	1.9653074220729098e-64	6.194487210413903e-63	cDC1_CLEC9A
TSPAN13	18.895903	4.7745295	3.079991169311586e-64	9.671688952356439e-63	cDC1_CLEC9A
RAB5A	18.874277	2.7027378	2.5132234497643988e-64	7.90668075783022e-63	cDC1_CLEC9A
PPM1M	18.869795	2.9322646	3.0409324389617916e-64	9.557945671490542e-63	cDC1_CLEC9A
NFATC2	18.86052	3.7551105	4.31643830838718e-64	1.3503999290881863e-62	cDC1_CLEC9A
RP5-1171I10.5	18.845736	2.9515328	3.9962302572531166e-64	1.2513845937535922e-62	cDC1_CLEC9A
ST8SIA4	18.809168	2.9212554	6.323195799369541e-64	1.9727199931847896e-62	cDC1_CLEC9A
DSTN	18.790768	2.6932557	7.12975652151952e-64	2.2222943222578972e-62	cDC1_CLEC9A
QPCT	18.755674	3.326118	1.4297402918846253e-63	4.43180031230548e-62	cDC1_CLEC9A
RPLP0	18.73426	0.6768079	7.73133355964296e-64	2.40313240736725e-62	cDC1_CLEC9A
PTPRCAP	18.607222	4.708136	1.0941361722244226e-62	3.348394567386893e-61	cDC1_CLEC9A
