names	scores	logfoldchanges	pvals	pvals_adj	cluster
TCTN1	-13.390767	-1.0223516	9.983593601473158e-41	8.81980080776184e-40	Mono_CD14
FAM13A	-13.391002	-0.7867002	1.032725469487253e-40	9.11861948870637e-40	Mono_CD14
TMED3	-13.393202	-0.600858	1.0499664615037216e-40	9.268422833090489e-40	Mono_CD14
NDUFB4	-13.394408	-0.5481065	1.0805207718524971e-40	9.535638262650089e-40	Mono_CD14
AIFM2	-13.395097	-1.7546968	8.51919277639964e-41	7.534007386036994e-40	Mono_CD14
CCDC94	-13.401257	-0.7939719	9.028504886091954e-41	7.978139093416793e-40	Mono_CD14
IGLV3-1	-13.402235	-1.2994992	8.093645484098341e-41	7.163312081460716e-40	Mono_CD14
CEP120	-13.402829	-0.9128485	8.658907895041357e-41	7.655556090672356e-40	Mono_CD14
RUBCN	-13.403403	-0.734195	8.863619198732274e-41	7.834490694703181e-40	Mono_CD14
FCHSD2	-13.409622	-0.6138443	8.409938930628818e-41	7.439340570454381e-40	Mono_CD14
TMEM218	-13.413164	-0.69745153	7.841317430105393e-41	6.941811599841595e-40	Mono_CD14
IPO11	-13.413231	-1.1174637	7.291107557013869e-41	6.458111935489624e-40	Mono_CD14
PPT1	-13.415282	-0.55663294	8.129583858212959e-41	7.193230003115217e-40	Mono_CD14
ZFY	-13.418294	-0.90442634	7.072501423698358e-41	6.266128397846239e-40	Mono_CD14
NR2C2AP	-13.420711	-1.0600394	6.642960741859958e-41	5.887109922047065e-40	Mono_CD14
TTC38	-13.423507	-0.96202046	6.50872889137307e-41	5.769668804680983e-40	Mono_CD14
PARP2	-13.429389	-1.3619756	5.64159313762424e-41	5.00231155734503e-40	Mono_CD14
FAM171A1	-13.430796	-4.3408604	4.5223264021843066e-41	4.0109309238009485e-40	Mono_CD14
MRPS10	-13.457746	-0.68077797	4.336116281135907e-41	3.846790468051429e-40	Mono_CD14
DYNC1LI1	-13.467144	-0.6173582	3.89444457763794e-41	3.4558708348415262e-40	Mono_CD14
ANKMY2	-13.468645	-1.200959	3.4277395404224986e-41	3.044931612839327e-40	Mono_CD14
TOMM5	-13.472233	-0.5829285	3.7139526137697974e-41	3.2965732183445614e-40	Mono_CD14
OPTN	-13.473558	-0.80621845	3.397339767886361e-41	3.018722735737422e-40	Mono_CD14
GTF3A	-13.476755	-0.5766822	3.531694408505678e-41	3.136449957833166e-40	Mono_CD14
NBAS	-13.480494	-0.7550424	3.138062794615998e-41	2.789076438981573e-40	Mono_CD14
MOV10	-13.481118	-0.8176479	3.0835734553956435e-41	2.7413700265461956e-40	Mono_CD14
ZNF626	-13.48523	-1.7619345	2.535167387903898e-41	2.254418843178515e-40	Mono_CD14
SLC30A2	-13.488173	-5.667541	2.1033417705973465e-41	1.8714021024163454e-40	Mono_CD14
P2RX1	-13.505348	-0.6950319	2.2645081907363876e-41	2.0142644925731743e-40	Mono_CD14
ZDHHC14	-13.507853	-1.2563483	2.0126302564802618e-41	1.7911665045389841e-40	Mono_CD14
