names	scores	logfoldchanges	pvals	pvals_adj	cluster
P2RY14	23.60048	2.7449915	1.8509015250012905e-114	1.1236806483494322e-112	Macro_LYVE1
NEAT1	23.445847	0.8253118	3.840104232402913e-114	2.3271307914853194e-112	Macro_LYVE1
PDGFC	23.422203	2.8745222	7.492073075815858e-113	4.452167728686765e-111	Macro_LYVE1
CLEC10A	23.393316	1.9381785	4.86036308868497e-113	2.898496883365511e-111	Macro_LYVE1
ARHGAP6	23.37073	2.714855	1.958162445553878e-112	1.1554873106916351e-110	Macro_LYVE1
SPRED1	23.356543	2.2849972	2.0392263039696395e-112	1.2012183756285494e-110	Macro_LYVE1
PLXDC1	23.31823	3.1032407	6.5973956266362195e-112	3.865959099893579e-110	Macro_LYVE1
NEU1	23.31119	1.896773	3.0534513049595017e-112	1.7955146294817706e-110	Macro_LYVE1
NPC2	23.303724	0.65368974	4.349888717665808e-113	2.598672880372903e-111	Macro_LYVE1
IGFBP4	23.18222	2.8231916	9.251000193350376e-111	5.328259837858933e-109	Macro_LYVE1
TMEM37	23.181326	3.144878	1.0651379788284663e-110	6.124361614103472e-109	Macro_LYVE1
MT-ATP6	23.152536	0.54638976	2.435154004082676e-111	1.4122216697687037e-109	Macro_LYVE1
HSPA1A	22.998348	1.9860926	8.88350985222692e-110	5.081850270983596e-108	Macro_LYVE1
FAM13A	22.996857	2.489263	3.3686609150470195e-109	1.9140583620842205e-107	Macro_LYVE1
CD209	22.892422	2.9465759	3.2730583694225274e-108	1.844187770891683e-106	Macro_LYVE1
RASGEF1B	22.877937	1.7423141	1.4141567757387792e-108	8.008167798612173e-107	Macro_LYVE1
NAIP	22.789698	1.7744101	9.9216058424991e-108	5.562372500119212e-106	Macro_LYVE1
ITSN1	22.665775	2.1573515	2.0592699416194345e-106	1.1412013390283755e-104	Macro_LYVE1
FPR3	22.64671	1.8727788	2.091892943833515e-106	1.157376697036559e-104	Macro_LYVE1
MT1X	22.435205	2.0570734	1.5547180233310363e-104	8.368157999699032e-103	Macro_LYVE1
MGP	22.416542	4.5973024	5.3584655282846343e-104	2.8749703425162817e-102	Macro_LYVE1
VMO1	22.296606	1.8930053	2.019683333213647e-103	1.0716726020362304e-101	Macro_LYVE1
TUBA1B	22.15505	1.2287621	1.0981146201902472e-102	5.7902776232692e-101	Macro_LYVE1
ME1	22.119797	2.6549804	1.2460155690577401e-101	6.458961320589461e-100	Macro_LYVE1
TPM1	22.026047	2.1821969	6.183329125841943e-101	3.1856436019284163e-99	Macro_LYVE1
EGR2	21.994244	2.5564435	1.3594076957381468e-100	6.929483040877627e-99	Macro_LYVE1
MEF2C	21.960938	1.6754562	1.1696413037070677e-100	5.998461809300752e-99	Macro_LYVE1
PDGFB	21.771042	2.2988353	9.263416372736624e-99	4.644665941413509e-97	Macro_LYVE1
MYLIP	21.765291	1.8704666	7.462933905684725e-99	3.7474827871556056e-97	Macro_LYVE1
C5AR1	21.639456	1.4644324	2.8539043644116193e-98	1.4203759771711243e-96	Macro_LYVE1
TNFRSF21	21.574417	1.8970315	3.0784632198364685e-97	1.5164581831749995e-95	Macro_LYVE1
KLF9	21.372028	1.9606603	1.5921638747693586e-95	7.587888203179459e-94	Macro_LYVE1
NFKBIA	21.35234	0.9441901	4.683385734964186e-96	2.2510984158899182e-94	Macro_LYVE1
FKBP5	21.349699	1.4414788	1.1564802355466275e-95	5.5193264952561e-94	Macro_LYVE1
IQGAP2	21.336807	1.6151264	1.9933076928394074e-95	9.472850409383778e-94	Macro_LYVE1
FRMD4A	21.336372	2.219209	3.6780669312977356e-95	1.7430209167812364e-93	Macro_LYVE1
RASSF4	21.301945	1.6204329	3.79206307614319e-95	1.7945192877467505e-93	Macro_LYVE1
TCF4	21.240314	1.8537334	1.758370144043004e-94	8.26311347745955e-93	Macro_LYVE1
IL13RA1	21.119772	1.582598	1.182547194221735e-93	5.488256909381149e-92	Macro_LYVE1
ADGRG6	21.117407	3.0617573	2.990405683839861e-93	1.382149919222226e-91	Macro_LYVE1
RP11-160E2.6	20.975927	2.7669158	3.991179282899058e-92	1.8321361683651344e-90	Macro_LYVE1
BLNK	20.950624	2.1316955	5.087436030382609e-92	2.332191423234172e-90	Macro_LYVE1
GLUL	20.833532	1.0115883	1.1771139607326457e-91	5.381503092662927e-90	Macro_LYVE1
ABL2	20.813343	1.7173688	4.4061808732881525e-91	2.0008336704120083e-89	Macro_LYVE1
NFIC	20.809837	1.7255518	5.323829344241637e-91	2.411036369958034e-89	Macro_LYVE1
SHMT1	20.795673	2.138933	9.312538311004904e-91	4.206121526152805e-89	Macro_LYVE1
COLEC12	20.76606	2.8789158	2.004050413561488e-90	8.967393709766371e-89	Macro_LYVE1
NR4A1	20.717096	1.3754323	1.5893766345380995e-90	7.130819750216608e-89	Macro_LYVE1
PPP1R15A	20.698112	1.2543628	2.2956670562903756e-90	1.0258647983375056e-88	Macro_LYVE1
ELMO1	20.637218	1.5945001	1.1203043490789963e-89	4.947252259222504e-88	Macro_LYVE1
TNFAIP3	20.600285	1.505969	1.6148288929130865e-89	7.112424146119417e-88	Macro_LYVE1
RBM47	20.511492	1.5272579	1.0384554977483443e-88	4.532347090820299e-87	Macro_LYVE1
TXNIP	20.452072	1.6586032	2.785788498197363e-88	1.2049339879109364e-86	Macro_LYVE1
BIN1	20.42133	1.684187	6.866564091964839e-88	2.9585934848422416e-86	Macro_LYVE1
KLF7	20.378227	1.8721447	1.8089199728825754e-87	7.774202750804273e-86	Macro_LYVE1
IL10	20.372824	1.9922462	1.9426552166441294e-87	8.33832163944042e-86	Macro_LYVE1
CD63	20.370592	1.0071614	6.715885400662288e-88	2.9010902908963477e-86	Macro_LYVE1
PEAK1	20.26728	2.260812	1.6509651205820626e-86	6.997184751307173e-85	Macro_LYVE1
KLF2	20.214764	1.7195349	2.468587229883954e-86	1.0436208045634875e-84	Macro_LYVE1
CTSL	20.190374	1.5844477	3.26716476116763e-86	1.3743302055278666e-84	Macro_LYVE1
JUNB	20.110016	0.9795139	1.2432905783023715e-85	5.203904688859641e-84	Macro_LYVE1
BTG2	20.021349	1.4753274	7.426651535692085e-85	3.089303664735915e-83	Macro_LYVE1
ITGB5	20.00724	2.8355093	2.11418320464528e-84	8.751263992299518e-83	Macro_LYVE1
FEZ2	19.717587	1.5472665	2.215425922464638e-82	8.982738992963118e-81	Macro_LYVE1
